group,names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference
1,AL359220.1,-0.048651643,1.3671663,0.9611969128648729,0.9984000229563039,1.0,1.0
1,CCDC144A,-0.048651643,1.3919163,0.9611969128648729,0.9984000229563039,1.0,1.0
1,GDF10,-0.048651643,1.3490504,0.9611969128648729,0.9984000229563039,1.0,1.0
1,LINC01359,-0.048651643,1.5269775,0.9611969128648729,0.9984000229563039,1.0,1.0
1,XPNPEP2,-0.048651643,1.2882003,0.9611969128648729,0.9984000229563039,1.0,1.0
1,CCBE1,-0.048651643,1.3843623,0.9611969128648729,0.9984000229563039,1.0,1.0
1,ADH1C,-0.048651643,1.3252712,0.9611969128648729,0.9984000229563039,1.0,1.0
1,PTGIS,-0.050425403,,0.9597833945470399,0.9984000229563039,1.0,1.0
1,RSPO1,-0.05169237,1.3928889,0.9587738157488492,0.9984000229563039,1.0,1.0
1,LRRC2,-0.05169237,1.3732955,0.9587738157488492,0.9984000229563039,1.0,1.0
1,AL162231.2,-0.05169237,1.3905807,0.9587738157488492,0.9984000229563039,1.0,1.0
1,IGLV1-44,-0.05169237,1.3957652,0.9587738157488492,0.9984000229563039,1.0,1.0
1,AL136084.3,-0.05169237,1.586328,0.9587738157488492,0.9984000229563039,1.0,1.0
1,GPR1,-0.05169237,1.5182203,0.9587738157488492,0.9984000229563039,1.0,1.0
1,STAB2,-0.05169237,1.4712522,0.9587738157488492,0.9984000229563039,1.0,1.0
1,SCN9A,-0.05169237,1.365646,0.9587738157488492,0.9984000229563039,1.0,1.0
1,ADCYAP1,-0.05169237,1.4106609,0.9587738157488492,0.9984000229563039,1.0,1.0
1,LCP1,-0.052114695,,0.958437304095829,0.9984000229563039,1.0,1.0
1,TMTC1,-0.052283622,3.2471018,0.9583027015050295,0.9984000229563039,1.0,1.0
1,GPR183,-0.053339433,,0.9574614623989877,0.9984000229563039,1.0,1.0
1,FMNL1,-0.05367729,,0.9571922758456934,0.9984000229563039,1.0,1.0
1,TNNT3,-0.054733098,1.6194999,0.9563510994708888,0.9984000229563039,1.0,1.0
1,C1QTNF7,-0.054733098,1.6087521,0.9563510994708888,0.9984000229563039,1.0,1.0
1,FAM131B,-0.054733098,1.5030795,0.9563510994708888,0.9984000229563039,1.0,1.0
1,NUGGC,-0.054733098,1.4708072,0.9563510994708888,0.9984000229563039,1.0,1.0
1,BMX,-0.054733098,1.4670938,0.9563510994708888,0.9984000229563039,1.0,1.0
1,TRAT1,-0.054859795,3.2078488,0.9562501615539558,0.9984000229563039,1.0,1.0
1,CPED1,-0.05511319,3.2773342,0.9560482878264265,0.9984000229563039,1.0,1.0
1,GIMAP1,-0.056295697,,0.9551062479164363,0.9984000229563039,1.0,1.0
1,HGD,-0.056337927,,0.9550726047859358,0.9984000229563039,1.0,1.0
1,GREM2,-0.05777383,1.5516183,0.9539287863679893,0.9984000229563039,1.0,1.0
1,HAR1A,-0.05777383,1.6037009,0.9539287863679893,0.9984000229563039,1.0,1.0
1,PCK1,-0.05777383,1.4722438,0.9539287863679893,0.9984000229563039,1.0,1.0
1,KCNG3,-0.05777383,1.7104267,0.9539287863679893,0.9984000229563039,1.0,1.0
1,HRCT1,-0.05777383,1.5334221,0.9539287863679893,0.9984000229563039,1.0,1.0
1,TPO,-0.05777383,1.4809673,0.9539287863679893,0.9984000229563039,1.0,1.0
1,CDKL1,-0.05777383,1.667463,0.9539287863679893,0.9984000229563039,1.0,1.0
1,TOGARAM2,-0.05777383,1.5358188,0.9539287863679893,0.9984000229563039,1.0,1.0
1,SIGLEC8,-0.0587874,4.52287,0.9531214421205992,0.9984000229563039,1.0,1.0
1,MSC-AS1,-0.05950535,2.596196,0.952549602335016,0.9984000229563039,1.0,1.0
1,LINC00299,-0.060814556,1.7018496,0.9515068987659766,0.9984000229563039,1.0,1.0
1,LGALS12,-0.06385528,1.7002658,0.9490854589788872,0.9984000229563039,1.0,1.0
1,CYP1B1,-0.06529118,,0.9479421633546047,0.9984000229563039,1.0,1.0
1,HBB,-0.066473685,4.5156116,0.9470007061562472,0.9984000229563039,1.0,1.0
1,NMNAT2,-0.066896014,1.7388536,0.9466644893083512,0.9984000229563039,1.0,1.0
1,IGHV1-24,-0.066896014,1.6430024,0.9466644893083512,0.9984000229563039,1.0,1.0
1,AC026356.2,-0.066896014,1.9314784,0.9466644893083512,0.9984000229563039,1.0,1.0
1,RAET1G,-0.066896014,1.7930996,0.9466644893083512,0.9984000229563039,1.0,1.0
1,AL033523.1,-0.066896014,1.7924923,0.9466644893083512,0.9984000229563039,1.0,1.0
1,ALDH1L1,-0.066896014,1.6938455,0.9466644893083512,0.9984000229563039,1.0,1.0
1,AL157762.1,-0.066896014,1.9878176,0.9466644893083512,0.9984000229563039,1.0,1.0
1,SCN7A,-0.066896014,1.8860316,0.9466644893083512,0.9984000229563039,1.0,1.0
1,NRG1,-0.066896014,1.7319324,0.9466644893083512,0.9984000229563039,1.0,1.0
1,WDFY4,-0.06723387,,0.9463955226661451,0.9984000229563039,1.0,1.0
1,CTSW,-0.067360565,,0.9462946617488215,0.9984000229563039,1.0,1.0
1,UNC93B1,-0.069598876,,0.9445129289523351,0.9984000229563039,1.0,1.0
1,AC092354.2,-0.06993674,2.139208,0.9442440120429769,0.9984000229563039,1.0,1.0
1,YPEL4,-0.06993674,1.6722441,0.9442440120429769,0.9984000229563039,1.0,1.0
1,PROX1,-0.06993674,1.8026053,0.9442440120429769,0.9984000229563039,1.0,1.0
1,G0S2,-0.070105664,,0.9441095559691726,0.9984000229563039,1.0,1.0
1,DEF6,-0.07057022,,0.9437398099882015,0.9984000229563039,1.0,1.0
1,CPTP,-0.07120371,,0.9432356304733619,0.9984000229563039,1.0,1.0
1,KLB,-0.07297747,1.5646285,0.9418240494577341,0.9984000229563039,1.0,1.0
1,AC239803.1,-0.07297747,1.8606393,0.9418240494577341,0.9984000229563039,1.0,1.0
1,HOXA5,-0.07297747,1.7656242,0.9418240494577341,0.9984000229563039,1.0,1.0
1,SLC2A4,-0.07297747,1.8335366,0.9418240494577341,0.9984000229563039,1.0,1.0
1,AL080317.2,-0.07297747,2.054656,0.9418240494577341,0.9984000229563039,1.0,1.0
1,AC132938.3,-0.07297747,1.962845,0.9418240494577341,0.9984000229563039,1.0,1.0
1,PAX5,-0.07297747,1.7728802,0.9418240494577341,0.9984000229563039,1.0,1.0
1,AGTR1,-0.07297747,1.7845799,0.9418240494577341,0.9984000229563039,1.0,1.0
1,IGKV1-39,-0.07297747,1.6942929,0.9418240494577341,0.9984000229563039,1.0,1.0
1,HOGA1,-0.07297747,1.8390268,0.9418240494577341,0.9984000229563039,1.0,1.0
1,BIN2,-0.07475122,,0.9404126511514234,0.9984000229563039,1.0,1.0
1,LEP,-0.07601819,1.8925486,0.9394046238133402,0.9984000229563039,1.0,1.0
1,ZNF502,-0.07601819,1.8542948,0.9394046238133402,0.9984000229563039,1.0,1.0
1,RASL11A,-0.07601819,1.8487777,0.9394046238133402,0.9984000229563039,1.0,1.0
1,LINCADL,-0.07601819,1.8544241,0.9394046238133402,0.9984000229563039,1.0,1.0
1,STXBP6,-0.07601819,2.0461068,0.9394046238133402,0.9984000229563039,1.0,1.0
1,ARHGAP20,-0.07601819,1.8511531,0.9394046238133402,0.9984000229563039,1.0,1.0
1,DGAT2,-0.076778375,8.003006,0.9387998539065203,0.9984000229563039,1.0,1.0
1,IRX6,-0.07905892,1.93148,0.9369857573556449,0.9984000229563039,1.0,1.0
1,IDI2-AS1,-0.07905892,1.8088015,0.9369857573556449,0.9984000229563039,1.0,1.0
1,RERGL,-0.07905892,1.8876969,0.9369857573556449,0.9984000229563039,1.0,1.0
1,AC007998.3,-0.07905892,2.039039,0.9369857573556449,0.9984000229563039,1.0,1.0
1,KIF19,-0.07905892,1.9840983,0.9369857573556449,0.9984000229563039,1.0,1.0
1,OTOS,-0.07905892,1.6466814,0.9369857573556449,0.9984000229563039,1.0,1.0
1,ZC3H6,-0.07939678,,0.9367170298994054,0.9984000229563039,1.0,1.0
1,TRPM2,-0.079903565,,0.9363139522404847,0.9984000229563039,1.0,1.0
1,FCGR3A,-0.080368124,,0.9359444787223549,0.9984000229563039,1.0,1.0
1,ECEL1,-0.08108607,3.0794039,0.9353735013550741,0.9984000229563039,1.0,1.0
1,ADAMTS8,-0.08209965,1.8924308,0.9345674723150176,0.9984000229563039,1.0,1.0
1,CARD11,-0.08302876,,0.933828671260948,0.9984000229563039,1.0,1.0
1,ZYX,-0.08319769,,0.9336943499010243,0.9984000229563039,1.0,1.0
1,SRGN,-0.08340885,,0.9335264508562986,0.9984000229563039,1.0,1.0
1,SYNE1,-0.08370448,,0.9332913971633396,0.9984000229563039,1.0,1.0
1,ESPNL,-0.08514038,1.9376494,0.9321497909057337,0.9984000229563039,1.0,1.0
1,AD000090.1,-0.08514038,1.9338983,0.9321497909057337,0.9984000229563039,1.0,1.0
1,ZNF208,-0.08514038,1.8780036,0.9321497909057337,0.9984000229563039,1.0,1.0
1,SCG2,-0.08514038,2.0484307,0.9321497909057337,0.9984000229563039,1.0,1.0
1,TACR1,-0.08514038,2.0771239,0.9321497909057337,0.9984000229563039,1.0,1.0
1,ACVR1C,-0.08514038,1.8551751,0.9321497909057337,0.9984000229563039,1.0,1.0
1,AC092801.1,-0.08514038,2.014968,0.9321497909057337,0.9984000229563039,1.0,1.0
1,OGN,-0.08644958,4.3484616,0.9311090361809563,0.9984000229563039,1.0,1.0
1,PCNX2,-0.08775878,,0.9300683992420961,0.9984000229563039,1.0,1.0
1,ZNF528-AS1,-0.0881811,1.9721286,0.9297327353253627,0.9984000229563039,1.0,1.0
1,ABO,-0.0881811,2.0231762,0.9297327353253627,0.9984000229563039,1.0,1.0
1,RNPC3,-0.0883078,,0.92963203858518,0.9984000229563039,1.0,1.0
1,PLD4,-0.08868789,,0.9293299551307805,0.9984000229563039,1.0,1.0
1,SEPTIN4,-0.08919468,,0.928927193039132,0.9984000229563039,1.0,1.0
1,ADA2,-0.089279145,,0.9288600677910708,0.9984000229563039,1.0,1.0
1,LINC01235,-0.09122183,2.0427835,0.9273163277541572,0.9984000229563039,1.0,1.0
1,PNMA8B,-0.09122183,2.1563525,0.9273163277541572,0.9984000229563039,1.0,1.0
1,AL139246.3,-0.09122183,2.1402352,0.9273163277541572,0.9984000229563039,1.0,1.0
1,CNTNAP3B,-0.09122183,1.9693528,0.9273163277541572,0.9984000229563039,1.0,1.0
1,DHH,-0.09122183,2.0068722,0.9273163277541572,0.9984000229563039,1.0,1.0
1,NOSTRIN,-0.09139076,,0.9271821023346937,0.9984000229563039,1.0,1.0
1,LY9,-0.09223541,5.6395874,0.9265110063968455,0.9984000229563039,1.0,1.0
1,NBPF10,-0.092319876,3.0372484,0.9264438996706601,0.9984000229563039,1.0,1.0
1,NCCRP1,-0.09426256,2.115906,0.9249005903544416,0.9984000229563039,1.0,1.0
1,STMN2,-0.09426256,2.13852,0.9249005903544416,0.9984000229563039,1.0,1.0
1,C1QTNF1,-0.09460042,,0.9246322174184924,0.9984000229563039,1.0,1.0
1,CCL13,-0.09460042,4.0785537,0.9246322174184924,0.9984000229563039,1.0,1.0
1,LINC01781,-0.097303286,2.22937,0.9224855452700027,0.9984000229563039,1.0,1.0
1,PLP1,-0.097303286,1.9077255,0.9224855452700027,0.9984000229563039,1.0,1.0
1,MEMO1,-0.09890812,3.1242285,0.9212112247749941,0.9984000229563039,1.0,1.0
1,CH25H,-0.09983723,4.094819,0.9204735525140096,0.9984000229563039,1.0,1.0
1,CLEC11A,-0.10059741,,0.9198700533471826,0.9984000229563039,1.0,1.0
1,IGLV3-10,-0.10169545,4.947942,0.9189984138920307,0.9984000229563039,1.0,1.0
1,RCAN2,-0.101779915,6.4042,0.9189313687212066,0.9984000229563039,1.0,1.0
1,TLL1,-0.10338474,2.3384058,0.9176576205257625,0.9984000229563039,1.0,1.0
1,AC007541.1,-0.10338474,2.3868413,0.9176576205257625,0.9984000229563039,1.0,1.0
1,CMA1,-0.10338474,2.4191427,0.9176576205257625,0.9984000229563039,1.0,1.0
1,GFRA2,-0.10338474,2.2338269,0.9176576205257625,0.9984000229563039,1.0,1.0
1,PNOC,-0.10338474,2.2627845,0.9176576205257625,0.9984000229563039,1.0,1.0
1,TNFAIP8,-0.1037226,,0.917389489828819,0.9984000229563039,1.0,1.0
1,RAP2B,-0.10431386,,0.9169202837367314,0.9984000229563039,1.0,1.0
1,ADGRE5,-0.10473618,,0.91658515423565,0.9984000229563039,1.0,1.0
1,CYTIP,-0.105834216,,0.915713887053408,0.9984000229563039,1.0,1.0
1,PTGS2,-0.10642547,2.2076683,0.9152447850553713,0.9984000229563039,1.0,1.0
1,PRDM16-DT,-0.10642547,2.411856,0.9152447850553713,0.9984000229563039,1.0,1.0
1,NIBAN3,-0.10642547,2.4329417,0.9152447850553713,0.9984000229563039,1.0,1.0
1,PLCXD3,-0.10642547,2.3680825,0.9152447850553713,0.9984000229563039,1.0,1.0
1,BICC1,-0.1065944,,0.9151107613274755,0.9984000229563039,1.0,1.0
1,MTRNR2L1,-0.10684779,6.6303897,0.9149097302618123,0.9984000229563039,1.0,1.0
1,ABCC9,-0.107227884,3.6407342,0.914608193872479,0.9984000229563039,1.0,1.0
1,TNFRSF25,-0.10743905,,0.9144406789636056,0.9984000229563039,1.0,1.0
1,TLR9,-0.109466195,2.3353732,0.9128327302778637,0.9984000229563039,1.0,1.0
1,SYT15,-0.109466195,2.3100967,0.9128327302778637,0.9984000229563039,1.0,1.0
1,IGLV6-57,-0.1110288,5.1433506,0.9115935129919703,0.9984000229563039,1.0,1.0
1,IL32,-0.11153559,,0.9111916507059608,0.9984000229563039,1.0,1.0
1,CCL5,-0.11284479,,0.9101536118498563,0.9984000229563039,1.0,1.0
1,LAMC2,-0.11449184,3.3519456,0.9088479100237791,0.9984000229563039,1.0,1.0
1,HSD17B11,-0.11461854,,0.9087474815748389,0.9984000229563039,1.0,1.0
1,SCARA5,-0.11554766,2.23321,0.9080110509472555,0.9984000229563039,1.0,1.0
1,CHRDL2,-0.11554766,2.4004612,0.9080110509472555,0.9984000229563039,1.0,1.0
1,EIF3C,-0.11554766,2.2741408,0.9080110509472555,0.9984000229563039,1.0,1.0
1,IL4I1,-0.11673016,,0.9070738900233665,0.9984000229563039,1.0,1.0
1,RIPOR2,-0.11778597,,0.9062372484644842,0.9984000229563039,1.0,1.0
1,TIMP4,-0.11858838,2.4934907,0.9056014704109866,0.9984000229563039,1.0,1.0
1,AC008760.2,-0.11858838,2.4259,0.9056014704109866,0.9984000229563039,1.0,1.0
1,PRRX1,-0.11930633,,0.905032667630154,0.9984000229563039,1.0,1.0
1,HIC1,-0.11981312,,0.904631189100496,0.9984000229563039,1.0,1.0
1,MIA,-0.121037856,6.511747,0.9036610501582598,0.9984000229563039,1.0,1.0
1,DCLK1,-0.12137572,6.842827,0.903393450868045,0.9984000229563039,1.0,1.0
1,CETP,-0.12162911,2.5932236,0.9031927586000593,0.9984000229563039,1.0,1.0
1,MS4A2,-0.12205143,3.4088042,0.9028582852380351,0.9984000229563039,1.0,1.0
1,CD226,-0.12302278,4.1407337,0.9020890620279604,0.9984000229563039,1.0,1.0
1,DNASE1L3,-0.124669835,2.837483,0.9007849374641331,0.9984000229563039,1.0,1.0
1,LIPG,-0.124669835,2.5108285,0.9007849374641331,0.9984000229563039,1.0,1.0
1,DST,-0.12610574,,0.8996482267038773,0.9984000229563039,1.0,1.0
1,CD3E,-0.12766834,,0.8984114518647087,0.9984000229563039,1.0,1.0
1,MEOX2,-0.12771057,2.6713877,0.8983780289282834,0.9984000229563039,1.0,1.0
1,LCN10,-0.12771057,2.9674294,0.8983780289282834,0.9984000229563039,1.0,1.0
1,P2RY8,-0.12830181,,0.8979101267730049,0.9984000229563039,1.0,1.0
1,CARD8-AS1,-0.12834404,4.1661325,0.8978767065467355,0.9984000229563039,1.0,1.0
1,PLSCR4,-0.12872414,7.329823,0.897575932668921,0.9984000229563039,1.0,1.0
1,MUC19,-0.12876637,,0.8975425142567506,0.9984000229563039,1.0,1.0
1,GIMAP6,-0.1304979,,0.896172516502075,0.9984000229563039,1.0,1.0
1,AL590999.1,-0.1307513,2.5606084,0.8959720548924037,0.9984000229563039,1.0,1.0
1,NAP1L3,-0.1307513,2.7080655,0.8959720548924037,0.9984000229563039,1.0,1.0
1,PTX3,-0.1307513,2.6204944,0.8959720548924037,0.9984000229563039,1.0,1.0
1,TLR10,-0.1307513,2.8444145,0.8959720548924037,0.9984000229563039,1.0,1.0
1,GIMAP4,-0.13231389,,0.8947360222062191,0.9984000229563039,1.0,1.0
1,VIPR2,-0.13379203,2.9075878,0.8935670372306067,0.9984000229563039,1.0,1.0
1,CCL26,-0.13379203,2.7115471,0.8935670372306067,0.9984000229563039,1.0,1.0
1,BEND6,-0.13379203,2.7115202,0.8935670372306067,0.9984000229563039,1.0,1.0
1,PAOX,-0.13514346,,0.8924984531914539,0.9984000229563039,1.0,1.0
1,TPSAB1,-0.13607256,,0.8917639147485383,0.9984000229563039,1.0,1.0
1,AL590764.1,-0.13683274,2.647789,0.891162997790629,0.9984000229563039,1.0,1.0
1,BTLA,-0.13683274,2.7900453,0.891162997790629,0.9984000229563039,1.0,1.0
1,SLC19A3,-0.13683274,2.841525,0.891162997790629,0.9984000229563039,1.0,1.0
1,ARHGAP28,-0.13683274,2.579806,0.891162997790629,0.9984000229563039,1.0,1.0
1,CASP4,-0.13983124,,0.888793326993301,0.9984000229563039,1.0,1.0
1,MTRNR2L10,-0.13987347,3.006809,0.8887599583932349,0.9984000229563039,1.0,1.0
1,MPZ,-0.13987347,2.2720053,0.8887599583932349,0.9984000229563039,1.0,1.0
1,HBA2,-0.14206956,5.0469093,0.8870250641792561,0.9984000229563039,1.0,1.0
1,AL589765.6,-0.1429142,2.5645726,0.8863579408316227,0.9984000229563039,1.0,1.0
1,APBA1,-0.1429142,2.789016,0.8863579408316227,0.9984000229563039,1.0,1.0
1,VSTM1,-0.1429142,2.9042318,0.8863579408316227,0.9984000229563039,1.0,1.0
1,AC012645.3,-0.1429142,2.8325453,0.8863579408316227,0.9984000229563039,1.0,1.0
1,CXCL13,-0.14308314,,0.886224525810169,0.9984000229563039,1.0,1.0
1,DSE,-0.14506805,,0.8846571418610719,0.9984000229563039,1.0,1.0
1,LEPR,-0.14553261,4.429084,0.8842903722631376,0.9984000229563039,1.0,1.0
1,HSPB7,-0.14595494,2.7574067,0.8839569668708321,0.9984000229563039,1.0,1.0
1,BACH2,-0.14595494,2.9939592,0.8839569668708321,0.9984000229563039,1.0,1.0
1,FCN1,-0.14646173,,0.8835569075318871,0.9984000229563039,1.0,1.0
1,PDK4,-0.14853111,,0.881923641141316,0.9984000229563039,1.0,1.0
1,SMIM10,-0.14899565,2.8607094,0.8815570582471527,0.9984000229563039,1.0,1.0
1,POTEC,-0.14967138,,0.8810238920792578,0.9984000229563039,1.0,1.0
1,PPP1R18,-0.14984031,,0.8808906089528816,0.9984000229563039,1.0,1.0
1,POSTN,-0.15051602,,0.8803575102213134,0.9984000229563039,1.0,1.0
1,CST5,-0.15119174,6.237095,0.8798244657064731,0.9984000229563039,1.0,1.0
1,HBA1,-0.1519097,4.070782,0.8792581655809305,0.9984000229563039,1.0,1.0
1,RASGRP4,-0.15203638,3.2540383,0.8791582366675333,0.9984000229563039,1.0,1.0
1,VSIG4,-0.15212086,,0.8790916184612092,0.9984000229563039,1.0,1.0
1,CD5,-0.1529655,,0.8784254835524151,0.9984000229563039,1.0,1.0
1,CPVL,-0.15393685,,0.8776595348279764,0.9984000229563039,1.0,1.0
1,NDRG1,-0.15465479,,0.877093472379592,0.9984000229563039,1.0,1.0
1,HP,-0.15507711,3.0079226,0.8767605238089938,0.9984000229563039,1.0,1.0
1,LAX1,-0.15811785,3.3837917,0.8743639413180373,0.9984000229563039,1.0,1.0
1,PHYHIP,-0.15811785,3.1017418,0.8743639413180373,0.9984000229563039,1.0,1.0
1,IL2RG,-0.15955374,,0.8732326209262868,0.9984000229563039,1.0,1.0
1,C2CD4B,-0.16027169,4.6036873,0.8726670577730913,0.9984000229563039,1.0,1.0
1,GHR,-0.16069402,4.349074,0.8723344039449661,0.9984000229563039,1.0,1.0
1,CCL23,-0.16115858,3.4205885,0.8719685108100641,0.9984000229563039,1.0,1.0
1,ABCA7,-0.16208768,,0.8712368067941803,0.9984000229563039,1.0,1.0
1,CCR7,-0.16280563,,0.8706714745808988,0.9984000229563039,1.0,1.0
1,SORBS3,-0.16305903,,0.8704719613256966,0.9984000229563039,1.0,1.0
1,CAVIN2,-0.16377698,5.6986694,0.869906718576657,0.9984000229563039,1.0,1.0
1,RSPO3,-0.1641993,3.2078512,0.8695742538687874,0.9984000229563039,1.0,1.0
1,CADM3,-0.1641993,3.476486,0.8695742538687874,0.9984000229563039,1.0,1.0
1,LCN6,-0.1641993,3.2532291,0.8695742538687874,0.9984000229563039,1.0,1.0
1,CPM,-0.16462162,,0.8692418122149459,0.9984000229563039,1.0,1.0
1,PI16,-0.16466385,5.6538925,0.8692085693197545,0.9984000229563039,1.0,1.0
1,ISM1,-0.16567743,4.8910465,0.8684108093202799,0.9984000229563039,1.0,1.0
1,IL18,-0.16614199,,0.8680452140400123,0.9984000229563039,1.0,1.0
1,FAM13C,-0.16724002,3.23653,0.8671811920456497,0.9984000229563039,1.0,1.0
1,AL355075.4,-0.16724002,,0.8671811920456497,0.9984000229563039,1.0,1.0
1,NEGR1,-0.16753565,4.124619,0.8669485978041696,0.9984000229563039,1.0,1.0
1,LY96,-0.16926718,,0.8655864920792468,0.9984000229563039,1.0,1.0
1,STK10,-0.1696895,,0.8652543315700798,0.9984000229563039,1.0,1.0
1,KCNN3,-0.17028075,3.4163952,0.8647893468592415,0.9984000229563039,1.0,1.0
1,SLIT3,-0.170872,,0.8643244089602133,0.9984000229563039,1.0,1.0
1,PTPN7,-0.17306809,,0.8625979092370417,0.9984000229563039,1.0,1.0
1,CNTFR,-0.17332149,2.9989755,0.8623987397947207,0.9984000229563039,1.0,1.0
1,FDCSP,-0.17332149,3.110323,0.8623987397947207,0.9984000229563039,1.0,1.0
1,GJC2,-0.17475738,3.4300857,0.86127027854144,0.9984000229563039,1.0,1.0
1,PLAU,-0.17619328,,0.8601421004218635,0.9984000229563039,1.0,1.0
1,HLA-DOB,-0.17682676,5.622885,0.859644465374206,0.9984000229563039,1.0,1.0
1,TSPOAP1-AS1,-0.17813596,4.535628,0.8586161964624441,0.9984000229563039,1.0,1.0
1,TMC8,-0.17864275,,0.8582182211641392,0.9984000229563039,1.0,1.0
1,EGLN3,-0.17864275,6.3569818,0.8582182211641392,0.9984000229563039,1.0,1.0
1,DNM1,-0.17881168,7.07067,0.8580855707328541,0.9984000229563039,1.0,1.0
1,CARMN,-0.17906508,,0.8578866025999144,0.9984000229563039,1.0,1.0
1,PAPPA,-0.17940293,3.0526078,0.8576213258013418,0.9984000229563039,1.0,1.0
1,GSTM5,-0.17940293,3.1910455,0.8576213258013418,0.9984000229563039,1.0,1.0
1,ITGA6,-0.18033205,,0.8568918975991487,0.9984000229563039,1.0,1.0
1,LIMS1,-0.18121892,,0.8561957392142266,0.9984000229563039,1.0,1.0
1,IGSF6,-0.1826126,,0.855102002278981,0.9984000229563039,1.0,1.0
1,MRC1,-0.18797609,,0.8508953870785123,0.9984000229563039,1.0,1.0
1,CXCL1,-0.18852513,3.1470902,0.8504650258679182,0.9984000229563039,1.0,1.0
1,SLC16A7,-0.18852513,3.244536,0.8504650258679182,0.9984000229563039,1.0,1.0
1,NR2F1,-0.18856736,,0.8504319230027453,0.9984000229563039,1.0,1.0
1,RASSF2,-0.18958093,,0.8496375334550026,0.9984000229563039,1.0,1.0
1,S100B,-0.18996102,7.9379287,0.849339676682521,0.9984000229563039,1.0,1.0
1,FAM20A,-0.19008772,,0.8492403958685826,0.9984000229563039,1.0,1.0
1,FBN1,-0.19008772,,0.8492403958685826,0.9984000229563039,1.0,1.0
1,RCSD1,-0.19021441,,0.8491411174456491,0.9984000229563039,1.0,1.0
1,FAM89A,-0.19029887,6.158125,0.8490749331594547,0.9984000229563039,1.0,1.0
1,ACTG2,-0.1909746,5.0583553,0.8485454972051574,0.9984000229563039,1.0,1.0
1,EPSTI1,-0.191777,,0.8479168807598076,0.9984000229563039,1.0,1.0
1,GPR146,-0.19257942,3.2660131,0.8472883610414053,0.9984000229563039,1.0,1.0
1,OLFML2B,-0.19283281,,0.8470899012884655,0.9984000229563039,1.0,1.0
1,GPR4,-0.19291729,,0.847023750191777,0.9984000229563039,1.0,1.0
1,C16orf54,-0.19325514,6.4331822,0.8467591565885962,0.9984000229563039,1.0,1.0
1,LIMS2,-0.19452211,,0.8457670846741251,0.9984000229563039,1.0,1.0
1,GBP2,-0.19511336,,0.845304201350432,0.9984000229563039,1.0,1.0
1,FAM153CP,-0.19524007,,0.8452050190083741,0.9984000229563039,1.0,1.0
1,KCNN4,-0.19650704,,0.8442133307761357,0.9984000229563039,1.0,1.0
1,EDNRB,-0.19697158,4.4657664,0.8438497735309517,0.9984000229563039,1.0,1.0
1,NBPF14,-0.19714051,,0.8437175791400213,0.9984000229563039,1.0,1.0
1,FAM124A,-0.1976473,3.2767231,0.8433210223959626,0.9984000229563039,1.0,1.0
1,CNKSR3,-0.1976473,3.4102383,0.8433210223959626,0.9984000229563039,1.0,1.0
1,TNFRSF1B,-0.20022348,,0.84130580847005,0.9984000229563039,1.0,1.0
1,ZNF624,-0.20068803,3.3351026,0.8409425194590289,0.9984000229563039,1.0,1.0
1,EVI2A,-0.20174384,,0.840116988690343,0.9984000229563039,1.0,1.0
1,GJA5,-0.20271519,6.9867735,0.8393576556480291,0.9984000229563039,1.0,1.0
1,WIPI1,-0.20301081,,0.839126583930133,0.9984000229563039,1.0,1.0
1,ITIH5,-0.20317973,6.4876995,0.8389945491734294,0.9984000229563039,1.0,1.0
1,PLEKHO1,-0.20491126,,0.8376414548431026,0.9984000229563039,1.0,1.0
1,CSPG4,-0.20512243,,0.8374764760995321,0.9984000229563039,1.0,1.0
1,ZFP36L2,-0.20588261,,0.8368826118399064,0.9984000229563039,1.0,1.0
1,CHRDL1,-0.20660056,,0.8363218253695746,0.9984000229563039,1.0,1.0
1,PID1,-0.20676948,3.808206,0.8361898876892584,0.9984000229563039,1.0,1.0
1,PPP1R1B,-0.20837432,,0.8349367100807359,0.9984000229563039,1.0,1.0
1,FAM78A,-0.21145727,,0.8325304682007068,0.9984000229563039,1.0,1.0
1,MMP12,-0.21285094,2.9291346,0.831443228386831,0.9984000229563039,1.0,1.0
1,CCND2,-0.21297763,,0.8313444043639349,0.9984000229563039,1.0,1.0
1,AC010998.3,-0.21339996,,0.8310150102215248,0.9984000229563039,1.0,1.0
1,TGM2,-0.21466693,,0.8300270061279682,0.9984000229563039,1.0,1.0
1,PTPRB,-0.21576497,,0.829170953189312,0.9984000229563039,1.0,1.0
1,FCER1A,-0.21589167,4.561697,0.8290721908809805,0.9984000229563039,1.0,1.0
1,LINC00632,-0.21893239,,0.8267027093728888,0.9984000229563039,1.0,1.0
1,SHISAL2A,-0.21893239,4.1152816,0.8267027093728888,0.9984000229563039,1.0,1.0
1,SNHG14,-0.2198615,,0.8259790146941083,0.9984000229563039,1.0,1.0
1,LINC00578,-0.22019936,,0.8257158896106118,0.9984000229563039,1.0,1.0
1,KIAA1755,-0.2203683,,0.825584334407625,0.9984000229563039,1.0,1.0
1,FCRLA,-0.22197312,4.5951276,0.8243348047352199,0.9984000229563039,1.0,1.0
1,TRARG1,-0.22197312,4.1533737,0.8243348047352199,0.9984000229563039,1.0,1.0
1,MAP1A,-0.2220576,7.3143363,0.8242690523168136,0.9984000229563039,1.0,1.0
